Reservoir_ID,Site_ID,Site_ID_pseudonym,Collection_Date,Date,SiteID,Full_Sample_ID,Sample_Year,Bloom_onset_date,avg_Bloom_Onset_date,BACI_classification,working_bloom_onset_date,control_impact,temp_ID,Species_Name,Count,Size,Functional_Group,Trophic_Group,Feeding_Type,FTG_Combined,Trophic_Group_General,Depth_m,chl_a_ugL,Temp_C,pH,SPC_uScm,DO_mgL,DO_percent,Secchi_m,WaterDepth_m,Microcystin_ugL,Cylindrospermopsin_ugL,HCB_Count,Dominant_Taxa,Taxa_1,Taxa_1_count,Taxa_2,Taxa_2_count,Taxa_3,Taxa_3_count,DEQ_Site_ID,DEQ_Sampling_Date,before_after,equation_classifcation,LnA,B,EQ_no,FF,pct_BV,WW_DW,biomass_needAbundance,biomass
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Pseudo_chydorus_globosus,NA,NA,Cladocera,Herbivore,C-Filtration,Herbivore_ C-Filtration,Herbivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,4.543,3.64,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Polyphemus_pediculus,NA,NA,Cladocera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,2.779,2.15,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Holopedium_gibberum,6.69E-05,0.375,Cladocera,Herbivore,S-Filtration,Herbivore_ S-Filtration,Herbivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,2.073,3.19,NA,NA,NA,NA,0.347898219,2.33E-05
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Calanoida_general,0.00212555,0.67,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.59,2.59,NA,NA,NA,NA,1.738048796,0.003694309
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Leptodiaptomus_ashlandi,8.37E-05,1.054,Calanoida,Omnivore,Stationary suspension,Omnivore_ Stationary suspension,Omnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.59,2.59,NA,NA,NA,NA,5.619341273,0.000470244
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,H_Shoshone,0.00010042,1.922,Calanoida,Omnivore,Raptorial,Omnivore_ Raptorial,Omnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.59,2.59,NA,NA,NA,NA,26.63480301,0.002674658
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Cyclopoida_general,0.00296238,NA,Cyclopoida,Omnivore,Raptorial,Omnivore _ Raptorial,Omnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.66,3.97,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Cyclops_bicuspidatus_thomasi,0.000117156,NA,Cyclopoida,Omnivore carnivore,Raptorial,Omnivore carnivore_ Raptorial,Omnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.66,3.97,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Rotifera_general,1.67E-05,0.206,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Eucyclops_spp,NA,NA,Cyclopoida,Omnivore herbivore,Raptorial,Omnivore herbivore_ Raptorial,Omnivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.66,3.97,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Notholca_spp,NA,NA,Rotifera,Herbivore,R-Filtration,Herbivore_ R-Filtration,Herbivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,1,NA,NA,1,0.035,0,0.1,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Polyarthra_spp,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,1,NA,NA,1,0.28,0.1,0.1,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Ascomorpha_spp,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,1,NA,NA,1,0.12,0,0.1,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Keratella_quadrata,0.000368205,0.148,Rotifera,Omnivore,R-Filtration,Omnivore_ R-Filtration,Omnivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,1,NA,NA,1,0.22,0.05,0.1,7.49E-11,2.76E-14
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Asplanchna_spp,NA,NA,Rotifera,Carnivore,Raptorial,Carnivore_ Raptorial,Carnivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,1,NA,NA,1,0.23,0,0.039,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Amphipoda_general,NA,NA,Amphipoda,NA,NA,NA_ NA,NA,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Mites_general,NA,NA,Arachnida,NA,NA,NA_ NA,NA,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Alpine_general,NA,NA,Alpine,NA,NA,NA_ NA,NA,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Daphnia_middenorfiana,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Nauplii_general,0.00716327,0.151,Nauplii,NA,NA,NA_ NA,Nauplii,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.953,2.4,NA,NA,NA,NA,0.075460868,0.000540547
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Ostracod,NA,NA,Ostrocoda,NA,NA,NA_ NA,NA,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Daphnia_Retrocurva,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Eubosmina_coregoni,NA,NA,Cladocera,Herbivore,B-Filtration,Herbivore_ B-Filtration,Herbivore,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,2.712,2.53,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Snail_spp,NA,NA,Gastropoda,NA,NA,NA_ NA,NA,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Diptera_spp,NA,NA,Insecta,NA,NA,NA_ NA,NA,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,NA,NA,NA,NA,NA,NA,NA,NA,NA
ALC,P1,C,6/14/2021,6/14/2021,ALC_P1,ALC_P1_20210614,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210614,Gastropus_spp,NA,NA,Rotifera,Herbivore,Raptorial,Herbivore_ Raptorial,Herbivore_Rotifer,0.5,0.43496268,18,8.496666667,437.05,8.89,93.4,8.25,18.288,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,1,NA,NA,1,0.2,0,0.1,NA,NA
ALC,P1,C,7/20/2021,7/20/2021,ALC_P1,ALC_P1_20210720,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210720,Cladocera_general,4.36E-05,NA,Cladocera,Herbivore,G-Filtration,Herbivore_ G-Filtration,Herbivore,0.5,0.66836832,22.06666667,8.563333333,443,7.56,86.86666667,4.45,20.4216,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
ALC,P1,C,7/20/2021,7/20/2021,ALC_P1,ALC_P1_20210720,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210720,Daphnia_galeata_mendote,0.002035685,1.761,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,0.66836832,22.06666667,8.563333333,443,7.56,86.86666667,4.45,20.4216,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.603,2.84,NA,NA,NA,NA,24.78167319,0.050447679
ALC,P1,C,7/20/2021,7/20/2021,ALC_P1,ALC_P1_20210720,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210720,Daphnia_pulex,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,0.66836832,22.06666667,8.563333333,443,7.56,86.86666667,4.45,20.4216,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
ALC,P1,C,7/20/2021,7/20/2021,ALC_P1,ALC_P1_20210720,2021,9/22/2021,9/1/2021,Before_Impact,9/22/2021,Impact,ALC_P1_20210720,Daphnia_schodleri,NA,NA,Cladocera,Herbivore,D-Filtration,Herbivore_ D-Filtration,Herbivore,0.5,0.66836832,22.06666667,8.563333333,443,7.56,86.86666667,4.45,20.4216,NA,NA,6928,Aphanizomenon flos-aquae,Aphanizomenon flos-aquae,6536.52,Microcystis,239.15,Dolichospermum,152.58,Okie_Beach,NA,Before,0,1.603,2.84,NA,NA,NA,NA,NA,NA
